ID.Number,College.Name,State,Public.private,Avg.Math.SAT,Avg.Verbal.SAT,Avg.combined.SAT,Avg.ACT,First.quartile...Math.SAT,Third.quartile...Math.SAT,First.quartile...Verbal.SAT,Third.quartile...Verbal.SAT,First.quartile...ACT,Third.quartile...ACT,Num.applications.received,Num.applicants.accepted,Num.students.enrolled,Pct.new.students.from.top.10..of.HS.class,Pct.new.students.from.top.25..of.HS.class,Num.full.time.undergraduates,Num.part.time.undergraduates,In.state.tuition,Out.of.state.tuition,Room.and.Board.costs,Room.costs,Board.costs,Additional.fees,Estimated.book.costs,Estimated.personal.spending,Pct.of.faculty.with.PhDs,Pct.of.faculty.with.terminal.degree,Student.faculty.ratio,Pct.alumni.who.donate,Instructional.expenditure.per.student,Graduation.rate,Private.or.Public,InterQ_Math_SAT,InterQ_Verbal_SAT
2518,University of Missouri at Kansas City,MO,1,NA,NA,NA,24,NA,NA,NA,NA,22,27,1901,1340,655,33,64,3416,1984,3475,9501,3685,1980,1705,NA,NA,NA,98,98,11.6,8,12453,44,Public,NA,NA
2519,University of Missouri at Saint Louis,MO,1,NA,NA,NA,NA,NA,NA,NA,NA,20,25,1618,1141,479,18,54,4793,4552,2424,7246,3964,NA,NA,348,500,4288,71,73,13.4,15,6433,48,Public,NA,NA
2520,Washington University,MO,2,NA,NA,NA,NA,600,710,510,620,26,31,7654,5259,1254,62,93,4879,1274,18350,18350,5775,3431,2344,184,768,1512,91,98,3.9,31,45702,90,Private,110,110
2521,Webster University,MO,2,494,511,1005,23,460,550,460,580,20,25,665,462,226,17,44,1739,1550,9160,9160,4340,2100,2240,50,500,500,68,68,20.6,14,6951,48,Private,90,120
2523,Westminster College,MO,2,520,480,1000,24,330,660,360,600,19,29,662,553,184,20,43,665,37,10720,10720,4050,1870,2180,200,600,1650,66,70,12.5,20,7925,62,Private,330,240
2524,William Jewell College,MO,2,550,510,1060,24,490,600,440,570,21,27,663,547,315,32,67,1279,75,10060,10060,2970,1780,1190,256,500,2600,74,80,11.2,19,7885,59,Private,110,130
2525,William Woods University,MO,2,482,459,941,21,430,550,380,520,19,24,469,435,227,17,39,851,120,10535,10535,4365,2250,2115,140,550,3700,39,66,12.9,16,7438,52,Private,120,140
7540,Missouri Baptist College,MO,2,NA,NA,NA,20,NA,NA,NA,NA,12,22,308,NA,110,5,23,606,1142,5780,5780,2650,2650,NA,180,NA,NA,52,55,17.9,NA,3493,32,Private,NA,NA
9089,Hannibal-LaGrange College,MO,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,233,201,169,10,37,493,382,6050,6050,2510,2510,NA,260,500,4680,38,45,11.9,15,5736,NA,Private,NA,NA
2396,Alcorn State University,MS,1,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,2928,1853,481,NA,NA,2326,235,4474,6616,NA,NA,NA,NA,600,1035,45,51,14.1,2,3913,35,Public,NA,NA
2397,Belhaven College,MS,2,455,467,922,23,NA,NA,NA,NA,NA,NA,248,197,121,24,51,736,347,7600,7600,2805,2805,NA,110,600,725,60,74,15.8,NA,5160,NA,Private,NA,NA
2398,Blue Mountain College,MS,2,NA,NA,NA,19,NA,NA,NA,NA,15,22,75,75,47,NA,NA,263,127,3660,3660,2090,690,1400,272,500,2310,33,33,11.3,NA,5478,66,Private,NA,NA
2403,Delta State University,MS,1,NA,NA,NA,NA,NA,NA,NA,NA,17,22,967,945,459,15,48,2806,538,1812,4528,1880,1880,NA,482,500,1200,49,63,17.1,16,5113,58,Public,NA,NA
2410,Jackson State University,MS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4799,3278,1561,NA,NA,4786,669,2230,4190,2446,1220,1226,65,300,NA,60,64,15.4,NA,6358,41,Public,NA,NA
2414,Millsaps College,MS,2,570,550,1120,26,490,630,450,580,23,29,905,834,319,32,61,1073,179,11320,11320,4402,2454,2048,584,550,1350,82,89,12.7,38,11218,58,Private,140,130
2415,Mississippi College,MS,2,NA,NA,NA,23,NA,NA,NA,NA,19,27,594,385,307,36,57,1695,721,5580,5580,2830,1260,1210,308,600,700,77,79,16.5,18,6170,61,Private,NA,NA
2422,Mississippi University for Women,MS,1,NA,NA,NA,23,370,530,380,490,19,26,480,405,380,19,46,1673,1014,2244,4386,2217,NA,NA,NA,600,1500,49,54,15.8,8,5704,63,Public,160,110
2423,Mississippi State University,MS,1,NA,NA,NA,23,NA,NA,NA,NA,19,27,4255,3277,1609,18,57,10094,1621,4946,9866,3084,1684,1400,477,480,1479,77,77,15.9,20,6223,53,Public,NA,NA
2424,Mississippi Valley State University,MS,1,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,2800,1090,580,10,40,2124,199,2164,4306,2100,1025,1075,213,275,1200,43,47,18.6,NA,4955,56,Public,NA,NA
2433,Rust College,MS,2,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,1328,673,282,25,75,1006,174,4000,4000,2048,998,1050,268,225,NA,44,52,19.6,36,5103,49,Private,NA,NA
2439,Tougaloo College,MS,2,NA,NA,NA,NA,NA,NA,NA,NA,15,20,3280,578,311,18,49,1120,33,5010,5010,2570,NA,NA,500,500,800,53,53,14.5,NA,6481,53,Private,NA,NA
2440,University of Mississippi,MS,1,NA,NA,NA,NA,NA,NA,NA,NA,20,25,3844,3383,1669,26,47,7524,804,1996,4916,3810,1560,2250,548,600,550,81,86,20.3,14,6971,53,Public,NA,NA
2441,University of Southern Mississippi,MS,1,531,449,980,22,NA,NA,NA,NA,18,24,2850,2044,1046,20,50,9260,1387,2392,4652,2470,1120,1350,NA,500,500,78,99,18.7,23,5917,45,Public,NA,NA
2447,William Carey College,MS,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,200,165,121,NA,NA,1538,419,5115,5115,2520,1470,1050,100,300,700,36,57,13.6,12,6986,19,Private,NA,NA
2526,Carroll College,MT,2,450,500,950,23,NA,NA,NA,NA,NA,NA,529,492,261,29,55,1093,322,8650,8650,3815,3815,NA,290,390,1050,49,49,14.1,NA,5862,58,Private,NA,NA
2527,College of Great Falls,MT,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,394,268,NA,NA,700,537,5100,5100,1880,990,890,140,400,NA,50,50,11.8,NA,4957,NA,Private,NA,NA
2530,Montana State University-Billings,MT,1,NA,NA,NA,NA,390,530,360,470,16,22,931,912,596,7,23,2482,868,2142,5866,3300,1900,1400,60,600,2000,70,84,18.5,NA,5105,40,Public,140,110
2531,Montana College of Mineral Sci. & Tech.,MT,1,575,481,1056,22,430,580,390,520,20,26,572,544,320,45,72,1470,416,2013,6073,3400,1260,2140,NA,550,1400,71,71,16.4,31,6112,74,Public,150,130
2532,Montana State University,MT,1,520,440,960,23,450,600,390,510,20,25,3500,2836,1779,15,42,8730,993,1576,5552,3710,3710,NA,648,550,2300,75,83,17.6,8,6324,37,Public,150,120
2533,Montana State University - Northern,MT,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,840,611,8,12,1169,403,3542,5879,3570,NA,NA,NA,550,1200,20,20,10.6,15,6674,NA,Public,NA,NA
2534,Rocky Mountain College,MT,2,444,426,870,21,NA,NA,NA,NA,16,24,560,392,270,11,31,743,118,8734,8734,3362,1966,1396,85,600,625,56,78,11.3,27,6422,68,Private,NA,NA
2536,University of Montana,MT,1,489,457,946,22,NA,NA,NA,NA,NA,NA,3314,2809,1563,NA,NA,7754,1388,2251,6311,3957,NA,NA,NA,550,NA,75,81,21.7,16,5862,30,Public,NA,NA
2537,Western Montana College,MT,1,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,376,256,256,NA,NA,816,1070,1935,5658,3000,NA,3000,NA,475,NA,50,54,16.4,NA,4489,59,Public,NA,NA
2905,North Carolina A. & T. State University,NC,1,441,384,825,NA,370,500,330,430,NA,NA,4809,3089,1429,12,33,6162,871,740,6806,1780,NA,1780,627,600,1651,72,72,16.7,9,7090,44,Public,130,100
2906,Appalachian State University,NC,1,519,471,990,22,470,570,420,520,19,24,7313,4664,1910,20,63,9940,1035,740,6806,2540,1420,1120,718,96,2000,83,96,18.3,14,5854,70,Public,100,100
2907,University of North Carolina at Asheville,NC,1,550,504,1054,24,500,610,450,550,22,26,1757,979,394,32,74,2033,1078,608,5972,3420,1670,1750,800,600,750,77,83,13,11,7011,37,Public,110,100
2908,Barton College,NC,2,444,396,840,NA,360,490,330,445,NA,NA,771,643,229,14,37,1135,505,7420,7420,3440,1720,1720,330,500,NA,55,63,13.7,7,5930,67,Private,130,115
2909,Barber Scotia College,NC,2,320,280,600,NA,220,370,200,330,11,18,933,933,480,6,16,704,NA,4045,4045,2795,1329,1466,295,736,2100,50,50,13.5,8,4431,34,Private,150,130
2910,Belmont Abbey College,NC,2,463,427,890,NA,449,549,399,499,NA,NA,632,494,129,17,36,709,131,9000,9000,4850,4850,NA,920,300,2480,78,85,13.2,10,7550,52,Private,100,100
2911,Bennett College,NC,2,395,385,780,17,NA,NA,NA,NA,NA,NA,774,542,193,17,38,650,14,5600,5600,3095,1630,1465,1030,750,2000,63,65,12.1,19,NA,44,Private,NA,NA
2913,Campbell University,NC,2,476,439,915,NA,NA,NA,NA,NA,NA,NA,2087,1339,657,20,54,3191,1204,7550,7550,2790,2790,NA,128,600,500,77,77,21.8,34,3739,63,Private,NA,NA
2914,Catawba College,NC,2,481,434,915,NA,420,530,380,480,NA,NA,1083,880,291,13,34,915,80,9270,9270,4100,NA,NA,NA,600,1860,75,82,13.5,27,8425,55,Private,110,100
2918,Davidson College,NC,2,650,580,1230,29,600,700,530,630,27,31,2373,956,452,77,96,1601,6,17295,17295,5070,2650,2420,169,600,1011,95,97,12,46,17581,94,Private,100,100
2920,Duke University,NC,2,687,615,1302,30,640,740,570,670,28,32,13789,3893,1583,90,98,6188,53,18590,18590,5950,2996,2954,480,625,1162,95,96,5,44,27206,97,Private,100,100
2923,East Carolina University,NC,1,486,435,921,18,430,530,390,470,17,18,9274,6362,2435,14,44,13171,1687,764,7248,3240,1590,1650,793,500,1700,74,78,13.2,18,9002,58,Public,100,80
2926,Elizabeth City State University,NC,1,NA,NA,NA,NA,340,440,310,400,NA,NA,1531,827,405,12,46,1630,143,556,5030,2648,1220,1428,584,170,NA,68,72,14.1,NA,8994,51,Public,100,90
2927,Elon College,NC,2,483,439,922,NA,430,530,390,480,NA,NA,3624,2786,858,11,39,2933,334,9100,9100,3883,1782,2101,150,490,1777,70,74,18.9,34,6329,63,Private,100,90
2928,Fayetteville State University,NC,1,426,390,816,NA,370,480,330,440,NA,NA,1455,1064,452,1,16,2632,617,740,6806,2550,1150,1400,636,350,766,75,75,15.1,10,6972,24,Public,110,110
2929,Gardner Webb University,NC,2,445,400,845,19,NA,NA,NA,NA,NA,NA,1110,930,332,18,36,1603,374,8180,8180,4270,2230,2040,950,500,500,65,58,15.2,12,5664,29,Private,NA,NA
2930,Greensboro College,NC,2,485,438,923,NA,420,520,370,480,NA,NA,608,494,176,10,31,649,314,8330,8330,3770,NA,NA,200,550,1300,64,80,13,31,7949,39,Private,100,110
2931,Guilford College,NC,2,530,500,1030,24,470,590,430,560,20,27,1202,1054,326,18,44,1410,299,13404,13404,5160,2456,2704,210,450,1050,78,86,15.6,30,9114,65,Private,120,130
2933,High Point University,NC,2,456,423,879,NA,390,520,380,470,NA,NA,1412,1149,347,11,25,2045,359,7550,7550,4050,2440,1610,750,600,NA,55,61,17.8,13,4947,62,Private,130,90
2936,Johnson C. Smith University,NC,2,NA,NA,NA,NA,310,400,290,370,NA,NA,1349,932,407,6,14,1236,47,5453,5453,2191,1135,1056,685,500,NA,61,NA,14.2,NA,NA,37,Private,90,80
2939,Lees-McRae College,NC,2,392,365,757,NA,330,450,300,420,NA,NA,545,529,216,4,20,620,37,3807,NA,1560,702,858,458,200,625,50,54,13.2,10,6795,NA,Private,120,120
2941,Lenoir-Rhyne College,NC,2,482,439,921,21,420,520,390,480,18,22,979,743,259,25,46,1188,166,10100,10100,4000,1740,2260,510,400,1000,88,92,12,20,8539,66,Private,100,90
2942,Livingstone College,NC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,473,217,22,47,621,11,4400,4400,3400,2000,1400,800,800,900,53,93,10.4,16,9268,92,Private,NA,NA
2944,Mars Hill College,NC,2,442,406,848,20,380,510,350,460,NA,NA,1056,873,385,15,38,1111,244,6950,6950,3550,1900,1650,600,600,NA,60,67,11.9,17,6786,69,Private,130,110
2945,Meredith College,NC,2,NA,NA,NA,NA,430,540,400,490,NA,NA,857,772,376,25,58,1721,470,6720,6720,3250,NA,NA,NA,450,1520,77,82,13.9,33,6881,82,Private,110,90
2946,Methodist College,NC,2,NA,NA,NA,NA,370,510,340,450,17,21,750,633,296,27,51,926,367,8850,8850,3550,2100,1450,158,500,2600,73,73,11.4,NA,NA,56,Private,140,110
2948,Montreat-Anderson College,NC,2,443,427,870,20,375,525,350,475,17,19,263,223,103,10,24,316,20,8438,8438,3372,1446,1926,NA,500,2958,42,50,11.1,4,11989,15,Private,150,125
2950,North Carolina Central University,NC,1,NA,NA,NA,NA,340,430,310,410,NA,NA,1773,1320,559,8,26,3531,808,676,5730,3136,1568,1568,493,NA,NA,66,73,15.4,NA,7302,40,Public,90,100
2951,North Carolina Wesleyan College,NC,2,432,394,826,20,380,480,340,450,NA,NA,812,689,195,7,24,646,84,8242,8242,4230,1900,2330,500,600,1295,77,77,12.7,11,10090,52,Private,100,110
2954,Pembroke State University,NC,1,433,385,818,NA,460,450,340,420,NA,NA,944,774,440,14,34,2174,529,628,6360,2760,1410,1350,514,550,1498,77,77,15,5,6443,48,Public,-10,80
2955,Pfeiffer College,NC,2,441,390,831,NA,370,500,330,440,NA,NA,838,651,159,11,25,654,162,8640,8640,3700,NA,NA,NA,400,1915,62,62,12.2,13,7634,48,Private,130,110
2957,Queens College,NC,2,514,491,1005,26,460,570,420,550,24,28,516,392,154,32,62,630,549,11020,11020,4970,2160,2810,50,610,1900,73,75,14,36,9315,58,Private,110,130
2960,Salem College,NC,2,508,494,1002,24,450,570,430,550,NA,NA,335,284,132,28,69,534,216,10475,10475,6300,3275,3025,176,500,2000,68,68,11.2,46,9599,60,Private,120,120
2962,Shaw University,NC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533,937,620,NA,NA,2360,144,9192,9192,1738,649,1089,100,250,500,71,71,14.4,6,8078,69,Private,NA,NA
2967,St. Andrews Presbyterian College,NC,2,465,450,915,NA,NA,NA,NA,NA,NA,NA,624,599,170,NA,NA,612,150,10375,10375,4575,1825,2750,NA,500,1050,79,93,13.8,NA,9332,56,Private,NA,NA
2968,St. Augustine's College,NC,2,406,407,813,NA,NA,NA,NA,NA,NA,NA,3113,1786,457,24,49,1614,131,3850,3850,3200,1924,1276,NA,NA,NA,43,65,14,NA,NA,56,Private,NA,NA
2972,North Carolina State University at Raleigh,NC,1,578,493,1071,NA,510,630,440,530,NA,NA,10634,7064,3176,39,78,16505,5481,874,8400,6540,1640,1900,710,600,1300,92,98,17.5,21,9670,62,Public,120,90
2974,University of North Carolina at Chapel Hill,NC,1,594,527,1121,NA,530,530,460,570,NA,NA,14596,5985,3331,75,92,14609,1100,874,8400,4200,2040,2160,606,550,1200,88,93,8.9,23,15893,83,Public,0,110
2975,University of North Carolina at Charlotte,NC,1,491,435,926,21,440,540,390,470,19,24,5803,4441,1730,19,62,10099,3255,764,7248,3109,NA,NA,693,600,1900,79,91,16.8,7,6227,62,Public,100,80
2976,University of North Carolina at Greensboro,NC,1,499,457,956,NA,450,550,400,500,NA,NA,5191,4134,1500,15,44,7532,1847,931,8677,3505,1715,1790,958,600,1300,75,94,15.5,17,7392,53,Public,100,100
2978,Wake Forest University,NC,2,NA,NA,NA,NA,600,700,550,650,NA,NA,5661,2392,903,75,88,3499,172,13850,13850,4360,4360,NA,NA,500,1250,95,97,4.3,37,41766,89,Private,100,100
2979,Warren Wilson College,NC,2,NA,NA,NA,NA,440,580,440,570,20,26,440,311,112,25,49,466,7,10000,10000,3052,NA,NA,515,400,1100,65,75,11.4,20,9430,63,Private,140,130
2981,Western Carolina University,NC,1,457,410,867,NA,400,510,360,450,NA,NA,3224,2519,1057,11,31,5000,706,718,6390,2380,1142,1238,647,110,1622,67,78,14.6,9,6554,55,Public,110,90
2984,University of North Carolina at Wilmington,NC,1,494,441,935,21,440,550,390,480,NA,NA,6071,3856,1449,15,67,6635,1145,1492,7558,3680,2100,1580,752,500,1500,82,85,19.1,15,6005,55,Public,110,90
2985,Wingate College,NC,2,442,400,842,22,390,785,380,475,20,23,1239,1017,383,10,34,1207,157,7820,7820,3400,1750,1650,300,550,1550,69,81,13.9,8,7264,91,Private,395,95
2986,Winston-Salem State University,NC,2,405,369,774,NA,325,425,320,375,NA,NA,1065,801,385,NA,NA,2069,748,1254,6272,2762,1342,1420,NA,300,NA,67,77,13.5,4,8064,46,Private,100,55
2989,Dickinson State University,ND,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,434,412,319,10,30,1376,237,1681,4486,2146,846,1300,176,600,2000,50,64,16.5,28,4525,46,Public,NA,NA
2990,Jamestown College,ND,2,NA,NA,NA,22,NA,NA,NA,NA,19,24,472,410,262,14,41,9950,71,7620,7620,3050,1700,1350,NA,400,400,51,53,17,21,3186,54,Private,NA,NA
2992,University of Mary,ND,2,NA,NA,NA,21,NA,NA,NA,NA,18,24,659,601,342,12,34,1476,282,6490,6490,2660,1345,1510,75,500,1800,26,36,18,NA,4460,48,Private,NA,NA
2993,Mayville State University,ND,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,233,233,153,5,12,658,58,1680,4486,2516,2516,NA,240,600,1900,68,68,15.7,11,6971,51,Public,NA,NA
2994,Minot State University,ND,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,681,681,681,NA,NA,3299,602,1711,4260,1912,724,1188,NA,600,1893,44,44,20.1,NA,4076,NA,Public,NA,NA
3005,University of North Dakota,ND,1,535,465,1000,23,460,610,390,520,19,25,2777,2249,1652,20,54,8334,1435,2110,5634,2703,1033,1670,318,450,1200,97,97,15.9,16,9424,49,Public,150,130
3008,Valley City State University,ND,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,344,212,5,27,863,189,1606,4286,2570,1820,750,245,600,2000,39,41,14.9,25,4958,40,Public,NA,NA
9265,North Dakota State University,ND,1,NA,NA,1040,23,NA,NA,NA,NA,18,25,2968,2297,1610,13,47,7368,1128,2310,5834,2744,1020,1724,198,600,2000,79,83,17,24,6310,42,Public,NA,NA
2539,Chadron State College,NE,1,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,1024,1024,547,5,17,1830,490,1575,2670,2668,1484,1184,210,500,NA,62,62,25,27,4895,80,Public,NA,NA
2540,College of Saint Mary,NE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,230,107,16,40,503,801,9000,9000,3500,3500,NA,380,400,NA,23,25,8.9,NA,6696,47,Private,NA,NA
2541,Concordia College,NE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,434,252,22,50,764,38,7896,7896,3270,NA,NA,610,450,1200,54,60,11.1,NA,7589,80,Private,NA,NA
2542,Creighton University,NE,2,NA,NA,NA,25,NA,NA,NA,NA,22,27,2967,2836,876,30,60,3450,644,10628,10628,4372,2416,1956,336,650,2055,85,90,6.5,32,22906,85,Private,NA,NA
2543,Dana College,NE,2,NA,NA,NA,22,NA,NA,NA,NA,18,24,504,482,185,10,36,550,84,9130,9130,3322,1950,1372,465,450,1450,46,51,12.6,25,8686,54,Private,NA,NA
2544,Doane College,NE,2,NA,NA,NA,23,NA,NA,NA,NA,20,25,793,709,244,20,47,1022,411,9570,9570,3000,1020,1980,250,400,1000,67,72,15.1,42,6852,60,Private,NA,NA
2548,Hastings College,NE,2,NA,NA,NA,23,NA,NA,NA,NA,20,27,817,708,262,22,52,935,37,9376,9376,3272,1338,1934,396,500,1902,57,63,13,17,7335,52,Private,NA,NA
2551,University of Nebraska at Kearney,NE,1,NA,NA,NA,21,NA,NA,NA,NA,18,24,2837,2697,1417,NA,NA,5764,1176,1665,2550,2630,1280,1350,243,450,1970,59,62,19,NA,4393,55,Public,NA,NA
2553,Midland Lutheran College,NE,2,NA,NA,NA,NA,NA,NA,NA,NA,18,23,627,585,260,20,46,908,109,10300,10300,2970,1210,1760,NA,NA,NA,42,45,14.5,NA,6383,56,Private,NA,NA
2554,University of Nebraska at Omaha,NE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2704,2537,1766,NA,NA,6518,5560,1687,4560,NA,NA,NA,117,600,NA,77,77,19.7,NA,NA,19,Public,NA,NA
2555,Nebraska Wesleyan University,NE,2,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,969,762,382,23,64,1442,263,9540,9540,3320,NA,NA,309,500,1800,82,83,13.5,37,7561,NA,Private,NA,NA
2559,Peru State College,NE,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,701,501,458,10,40,959,457,1432,2580,2624,1354,1270,254,500,900,48,100,20.1,24,4870,44,Public,NA,NA
2563,Union College,NE,2,NA,NA,NA,NA,NA,NA,NA,NA,18,24,355,304,168,NA,NA,447,111,8760,8760,2690,1540,1150,NA,550,1800,48,48,8.5,36,9416,48,Private,NA,NA
2565,University of Nebraska at Lincoln,NE,1,513,447,960,22,NA,NA,NA,NA,NA,NA,6277,6003,3526,33,63,16454,3171,2055,5595,3145,1375,1770,360,500,2070,86,92,15.1,48,6813,53,Public,NA,NA
2566,Wayne State College,NE,1,NA,NA,NA,20,NA,NA,NA,NA,18,23,1373,1373,724,6,21,2754,474,1500,2700,2660,1230,1430,264,540,1660,60,68,20.3,29,4550,52,Public,NA,NA
9743,Bellevue University,NE,2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,132,132,112,NA,50,1032,943,3150,3150,NA,NA,NA,130,500,2700,66,68,17.6,33,6705,NA,Private,NA,NA
2572,Colby-Sawyer College,NH,2,443,440,883,20,390,500,385,485,18,20,910,776,208,NA,NA,618,40,14090,14090,5395,2980,2415,NA,400,1000,NA,75,12.9,30,10802,72,Private,110,100
2573,Dartmouth College,NH,2,692,627,1319,NA,660,740,580,680,NA,NA,8587,2273,1087,87,99,3918,32,19545,19545,6070,3255,2815,105,550,1100,95,99,4.7,49,29619,98,Private,80,100
2575,Franklin Pierce College,NH,2,424,403,827,NA,360,480,350,450,NA,NA,5187,4471,446,3,14,1818,1197,13320,13320,4630,2500,2130,310,500,800,50,56,17.6,16,6418,51,Private,120,100
2579,New England College,NH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,879,199,5,15,744,196,13325,13325,5335,2770,2565,NA,NA,NA,42,52,9.5,25,10164,59,Private,NA,NA
2580,New Hampshire College,NH,2,433,383,816,NA,385,495,340,426,NA,NA,1498,1275,292,NA,17,1557,2973,10608,10608,4740,2760,1980,408,400,900,34,54,38.4,NA,5523,76,Private,110,86
2584,Notre Dame College,NH,2,439,430,815,NA,340,490,330,470,NA,NA,379,324,107,15,37,500,311,9990,9990,4900,2650,2250,280,400,600,44,47,12.1,26,4948,33,Private,150,140
2586,Rivier College,NH,2,NA,NA,NA,NA,360,500,370,480,NA,NA,484,386,141,6,28,590,1196,9870,9870,4860,4860,NA,220,600,1100,59,59,12.2,19,6744,81,Private,140,110
2587,Saint Anselm College,NH,2,512,481,993,NA,440,560,430,530,NA,NA,2095,1553,514,15,40,1873,94,12950,12950,5400,5400,NA,300,450,1120,70,82,14.5,29,6719,97,Private,120,100
2589,University of New Hampshire,NH,1,536,476,1012,NA,480,600,430,530,NA,NA,9750,7640,2529,24,62,10358,1338,3550,11180,3862,1648,2214,830,650,2450,89,87,17.5,16,7855,75,Public,120,100
2590,Keene State College,NH,1,463,424,887,NA,NA,NA,NA,NA,NA,NA,3121,2446,822,5,19,3480,776,2590,7870,4157,2727,1438,756,500,1150,73,73,16.1,13,6195,61,Public,NA,NA
2591,Plymouth State College,NH,1,455,411,866,NA,NA,NA,NA,NA,NA,NA,3321,2375,748,10,25,3483,374,2590,7870,4024,2689,1344,792,550,1100,82,85,18.8,22,5708,NA,Public,NA,NA
4731,Daniel Webster College,NH,2,490,438,928,NA,430,540,370,500,NA,NA,585,508,153,12,30,460,536,12292,12292,4934,2370,2564,120,500,500,61,61,22.2,10,8643,72,Private,110,130
30431,Thomas More Coll. of Liberal Arts,NH,2,526,540,1066,25,NA,NA,NA,NA,NA,NA,35,35,22,NA,NA,59,NA,7200,7200,5200,NA,NA,NA,600,1300,80,80,11.8,81,8100,60,Private,NA,NA
2597,Bloomfield College,NJ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694,1408,268,NA,NA,1312,685,8300,8300,4350,NA,NA,150,500,2370,53,55,14.4,16,7003,38,Private,NA,NA
2598,Caldwell College,NJ,2,478,441,919,NA,440,540,400,490,NA,NA,1011,604,213,17,42,693,868,8900,8900,4600,NA,NA,105,425,1000,87,96,13.9,25,7922,55,Private,100,90
2599,Centenary College,NJ,2,500,470,970,19,400,450,400,450,18,22,369,312,90,12,46,396,526,11400,11400,5400,5400,NA,340,500,760,41,85,9.5,20,9583,24,Private,50,50
2600,College of Saint Elizabeth,NJ,2,486,464,950,NA,400,550,400,520,NA,NA,444,359,122,34,53,493,968,10900,10900,5250,NA,NA,500,380,1000,68,70,11.4,23,9447,78,Private,150,120
2603,Drew University,NJ,2,603,564,1188,NA,550,680,510,630,NA,NA,2153,1580,321,56,84,1192,87,18432,18432,5616,3224,2342,510,520,660,93,97,10.2,28,14907,83,Private,130,120
2608,Georgian Court College,NJ,2,474,441,915,NA,420,520,400,475,NA,NA,348,281,127,12,52,1095,785,9150,9150,3950,1750,2200,130,500,800,56,59,12.2,27,7348,76,Private,100,75
2609,Rowan College of New Jersey,NJ,1,520,468,988,NA,430,570,400,500,19,25,3820,1431,695,21,70,5303,3942,2342,4356,4830,NA,NA,753,800,800,76,81,22.1,6,7252,51,Public,140,100
2610,Felician College,NJ,2,440,410,850,NA,380,460,380,470,NA,NA,420,280,155,6,33,505,640,8100,8100,NA,NA,NA,220,500,NA,66,70,11.2,1,8008,NA,Private,80,90
2613,Jersey City State College,NJ,1,440,400,840,NA,NA,NA,NA,NA,NA,NA,2957,1423,691,10,30,3817,1394,2798,3946,4800,2000,2800,646,400,1500,63,67,14.9,10,8367,26,Public,NA,NA
2616,Monmouth College,NJ,2,494,440,934,NA,430,560,400,470,NA,NA,2707,1881,478,14,34,1893,847,12480,12480,5290,2700,2590,490,530,1740,70,85,14.2,15,9492,54,Private,130,70
2617,Montclair State University,NJ,1,487,431,918,NA,418,566,371,496,NA,NA,5220,2128,865,19,53,6411,3186,2400,3648,4834,3160,1674,600,700,950,82,87,21.5,9,6717,58,Public,148,125
2621,New Jersey Institute of Technology,NJ,1,600,466,1066,NA,550,650,410,530,NA,NA,1879,1216,483,27,62,3311,1646,4188,8832,5376,3764,1612,792,700,1850,92,98,13.5,19,12529,72,Public,100,120
2622,Kean College of New Jersey,NJ,1,463,417,880,NA,NA,NA,NA,NA,NA,NA,3344,2322,1105,6,43,6804,3933,1965,2875,3840,2640,1200,590,600,NA,76,85,17.2,NA,6001,40,Public,NA,NA
2625,William Paterson College of New Jersey,NJ,1,485,428,913,NA,410,520,370,460,NA,NA,5485,2662,1108,9,38,5938,2298,2385,3135,4170,2600,1570,25,300,NA,77,78,23.5,13,6391,38,Public,110,90
2627,Princeton University,NJ,2,708,647,1355,NA,645,737,583,678,NA,NA,13218,2042,1153,90,98,4540,146,19900,19900,5910,2696,3214,400,675,1575,91,96,8.4,54,28320,99,Private,92,95
2628,Rider University,NJ,2,501,439,940,NA,420,520,370,470,NA,NA,3586,2424,730,16,31,2748,1309,13250,13250,5420,NA,NA,215,700,3100,84,92,12.3,23,11299,70,Private,100,100
